checkin_id,victim_id,timestamp,channel,language,raw_text,simulated_tier,missed_checkin,response_latency_sec
CHK-0058-04,VIC-0058,2026-07-28 00:46:25,ivrs,en,Feeling anxious about the court hearing next month.,Moderate,1,21
CHK-0058-05,VIC-0058,2026-08-03 00:46:25,ivrs,en,Received indirect threats in the market to withdraw the FIR.,High,0,61
CHK-0059-00,VIC-0059,2026-07-04 00:46:25,sms,hi,"वकील साहब से बात हुई, सब ठीक चल रहा है।",Low,0,11
CHK-0059-01,VIC-0059,2026-07-10 00:46:25,ivrs,hi,"आज सब शांत है, कोई परेशानी नहीं हुई।",Low,1,24
CHK-0059-02,VIC-0059,2026-07-16 00:46:25,web,hi,अगले महीने की पेशी को लेकर थोड़ी चिंता हो रही है।,Moderate,0,13
CHK-0059-03,VIC-0059,2026-07-22 00:46:25,web,hi,आस-पड़ोस के लोग हमसे बात करने से बच रहे हैं।,Moderate,1,19
CHK-0059-04,VIC-0059,2026-07-28 00:46:25,ivrs,hi,अगले महीने की पेशी को लेकर थोड़ी चिंता हो रही है।,Moderate,0,24
CHK-0059-05,VIC-0059,2026-08-03 00:46:25,chat,hi,बाज़ार में केस वापस लेने के लिए धमकी दी गई।,High,1,50
CHK-0060-00,VIC-0060,2026-07-04 00:46:25,chat,en,Feeling anxious about the court hearing next month.,Moderate,0,11
CHK-0060-01,VIC-0060,2026-07-10 00:46:25,sms,en,People in the neighborhood are avoiding talking to us.,Moderate,0,15
CHK-0060-02,VIC-0060,2026-07-16 00:46:25,web,en,Feeling anxious about the court hearing next month.,Moderate,0,22
CHK-0060-03,VIC-0060,2026-07-22 00:46:25,sms,en,"They broke our window last night, I fear for our lives.",Critical,0,49
CHK-0060-04,VIC-0060,2026-07-28 00:46:25,sms,en,Direct death threat received today if we testify in court.,Critical,1,55
CHK-0061-00,VIC-0061,2026-07-04 00:46:25,ivrs,hi,"वकील साहब से बात हुई, सब ठीक चल रहा है।",Low,0,24
CHK-0061-01,VIC-0061,2026-07-10 00:46:25,chat,hi,"वकील साहब से बात हुई, सब ठीक चल रहा है।",Low,1,14
CHK-0061-02,VIC-0061,2026-07-16 00:46:25,web,hi,गाँव के माहौल की वजह से नींद नहीं आ रही है।,Moderate,1,8
CHK-0061-03,VIC-0061,2026-07-22 00:46:25,web,hi,गाँव के माहौल की वजह से नींद नहीं आ रही है।,Moderate,1,12
CHK-0061-04,VIC-0061,2026-07-28 00:46:25,chat,hi,मुझे बहुत डर लग रहा है और सब तरफ से अकेलापन महसूस हो रहा है।,High,0,46
CHK-0062-00,VIC-0062,2026-07-04 00:46:25,ivrs,en,Family is safe and doing well this week.,Low,1,15
CHK-0062-01,VIC-0062,2026-07-10 00:46:25,sms,en,"Things are calm today, I attended work without issues.",Low,0,16
CHK-0062-02,VIC-0062,2026-07-16 00:46:25,ivrs,en,Family is safe and doing well this week.,Low,0,21
CHK-0062-03,VIC-0062,2026-07-22 00:46:25,chat,en,Feeling anxious about the court hearing next month.,Moderate,1,20
CHK-0062-04,VIC-0062,2026-07-28 00:46:25,ivrs,en,People in the neighborhood are avoiding talking to us.,Moderate,0,6
CHK-0062-05,VIC-0062,2026-08-03 00:46:25,chat,en,"Trouble sleeping due to village tension, but managing.",Moderate,0,9
CHK-0062-06,VIC-0062,2026-08-09 00:46:25,web,en,People in the neighborhood are avoiding talking to us.,Moderate,1,21
CHK-0062-07,VIC-0062,2026-08-15 00:46:25,web,en,Received indirect threats in the market to withdraw the FIR.,High,0,83
CHK-0062-08,VIC-0062,2026-08-21 00:46:25,sms,en,Relatives of the accused were seen loitering outside our house.,High,1,75
CHK-0062-09,VIC-0062,2026-08-27 00:46:25,chat,en,Relatives of the accused were seen loitering outside our house.,High,0,55
CHK-0063-00,VIC-0063,2026-07-04 00:46:25,sms,en,"Things are calm today, I attended work without issues.",Low,0,24
CHK-0063-01,VIC-0063,2026-07-10 00:46:25,web,en,Family is safe and doing well this week.,Low,1,6
CHK-0063-02,VIC-0063,2026-07-16 00:46:25,sms,en,"Things are calm today, I attended work without issues.",Low,0,12
CHK-0063-03,VIC-0063,2026-07-22 00:46:25,chat,en,"Trouble sleeping due to village tension, but managing.",Moderate,1,7
CHK-0063-04,VIC-0063,2026-07-28 00:46:25,web,en,"Trouble sleeping due to village tension, but managing.",Moderate,0,18
CHK-0063-05,VIC-0063,2026-08-03 00:46:25,ivrs,en,Received indirect threats in the market to withdraw the FIR.,High,0,88
CHK-0063-06,VIC-0063,2026-08-09 00:46:25,sms,en,Received indirect threats in the market to withdraw the FIR.,High,1,61
CHK-0064-00,VIC-0064,2026-07-04 00:46:25,chat,hi,परिवार सुरक्षित है और दिन सामान्य रहा।,Low,0,17
CHK-0064-01,VIC-0064,2026-07-10 00:46:25,web,hi,परिवार सुरक्षित है और दिन सामान्य रहा।,Low,0,6
CHK-0064-02,VIC-0064,2026-07-16 00:46:25,web,hi,परिवार सुरक्षित है और दिन सामान्य रहा।,Low,0,6
CHK-0064-03,VIC-0064,2026-07-22 00:46:25,sms,hi,गाँव के माहौल की वजह से नींद नहीं आ रही है।,Moderate,1,18
CHK-0064-04,VIC-0064,2026-07-28 00:46:25,sms,hi,अगले महीने की पेशी को लेकर थोड़ी चिंता हो रही है।,Moderate,0,24
CHK-0064-05,VIC-0064,2026-08-03 00:46:25,sms,hi,आस-पड़ोस के लोग हमसे बात करने से बच रहे हैं।,Moderate,0,10
CHK-0064-06,VIC-0064,2026-08-09 00:46:25,sms,hi,अगले महीने की पेशी को लेकर थोड़ी चिंता हो रही है।,Moderate,0,10
CHK-0064-07,VIC-0064,2026-08-15 00:46:25,chat,hi,आरोपियों के रिश्तेदार आज हमारे घर के बाहर घूम रहे थे।,High,0,35
CHK-0064-08,VIC-0064,2026-08-21 00:46:25,ivrs,hi,बाज़ार में केस वापस लेने के लिए धमकी दी गई।,High,0,40
CHK-0065-00,VIC-0065,2026-07-04 00:46:25,chat,en,Family is safe and doing well this week.,Low,0,23
CHK-0065-01,VIC-0065,2026-07-10 00:46:25,ivrs,en,"Spoke to our lawyer, feeling okay about the process.",Low,0,19
CHK-0065-02,VIC-0065,2026-07-16 00:46:25,ivrs,en,"Trouble sleeping due to village tension, but managing.",Moderate,0,18
CHK-0065-03,VIC-0065,2026-07-22 00:46:25,chat,en,Feeling anxious about the court hearing next month.,Moderate,0,16
CHK-0065-04,VIC-0065,2026-07-28 00:46:25,chat,en,People in the neighborhood are avoiding talking to us.,Moderate,0,24
CHK-0065-05,VIC-0065,2026-08-03 00:46:25,sms,en,"Trouble sleeping due to village tension, but managing.",Moderate,0,7
CHK-0065-06,VIC-0065,2026-08-09 00:46:25,chat,en,People in the neighborhood are avoiding talking to us.,Moderate,0,13
CHK-0065-07,VIC-0065,2026-08-15 00:46:25,web,en,Family is safe and doing well this week.,Low,1,11
CHK-0065-08,VIC-0065,2026-08-21 00:46:25,web,en,Family is safe and doing well this week.,Low,0,24
CHK-0065-09,VIC-0065,2026-08-27 00:46:25,ivrs,en,"Things are calm today, I attended work without issues.",Low,0,14
CHK-0066-00,VIC-0066,2026-07-04 00:46:25,web,en,Feeling anxious about the court hearing next month.,Moderate,1,12
CHK-0066-01,VIC-0066,2026-07-10 00:46:25,web,en,People in the neighborhood are avoiding talking to us.,Moderate,0,8
CHK-0066-02,VIC-0066,2026-07-16 00:46:25,sms,en,"Spoke to our lawyer, feeling okay about the process.",Low,0,6
CHK-0066-03,VIC-0066,2026-07-22 00:46:25,sms,en,"Things are calm today, I attended work without issues.",Low,1,8
CHK-0066-04,VIC-0066,2026-07-28 00:46:25,chat,en,Feeling anxious about the court hearing next month.,Moderate,0,25
CHK-0066-05,VIC-0066,2026-08-03 00:46:25,ivrs,en,Feeling anxious about the court hearing next month.,Moderate,0,11
CHK-0066-06,VIC-0066,2026-08-09 00:46:25,ivrs,en,"Spoke to our lawyer, feeling okay about the process.",Low,0,12
CHK-0066-07,VIC-0066,2026-08-15 00:46:25,ivrs,en,Feeling anxious about the court hearing next month.,Moderate,0,23
CHK-0066-08,VIC-0066,2026-08-21 00:46:25,sms,en,"Trouble sleeping due to village tension, but managing.",Moderate,0,19
CHK-0066-09,VIC-0066,2026-08-27 00:46:25,sms,en,Feeling anxious about the court hearing next month.,Moderate,0,22
CHK-0067-00,VIC-0067,2026-07-04 00:46:25,chat,en,People in the neighborhood are avoiding talking to us.,Moderate,0,21
CHK-0067-01,VIC-0067,2026-07-10 00:46:25,chat,en,People in the neighborhood are avoiding talking to us.,Moderate,1,17
CHK-0067-02,VIC-0067,2026-07-16 00:46:25,ivrs,en,Family is safe and doing well this week.,Low,0,14
CHK-0067-03,VIC-0067,2026-07-22 00:46:25,sms,en,"Things are calm today, I attended work without issues.",Low,0,5
CHK-0067-04,VIC-0067,2026-07-28 00:46:25,sms,en,"Spoke to our lawyer, feeling okay about the process.",Low,0,8
CHK-0067-05,VIC-0067,2026-08-03 00:46:25,ivrs,en,"Things are calm today, I attended work without issues.",Low,0,5
CHK-0067-06,VIC-0067,2026-08-09 00:46:25,web,en,Family is safe and doing well this week.,Low,0,19
CHK-0067-07,VIC-0067,2026-08-15 00:46:25,web,en,People in the neighborhood are avoiding talking to us.,Moderate,0,13
CHK-0067-08,VIC-0067,2026-08-21 00:46:25,sms,en,Feeling anxious about the court hearing next month.,Moderate,0,11
CHK-0068-00,VIC-0068,2026-07-04 00:46:25,sms,hi,"वकील साहब से बात हुई, सब ठीक चल रहा है।",Low,0,20
CHK-0068-01,VIC-0068,2026-07-10 00:46:25,chat,hi,"आज सब शांत है, कोई परेशानी नहीं हुई।",Low,0,14
CHK-0068-02,VIC-0068,2026-07-16 00:46:25,web,hi,परिवार सुरक्षित है और दिन सामान्य रहा।,Low,0,23
CHK-0068-03,VIC-0068,2026-07-22 00:46:25,web,hi,"आज सब शांत है, कोई परेशानी नहीं हुई।",Low,0,5
CHK-0068-04,VIC-0068,2026-07-28 00:46:25,web,hi,परिवार सुरक्षित है और दिन सामान्य रहा।,Low,0,11
CHK-0068-05,VIC-0068,2026-08-03 00:46:25,chat,hi,परिवार सुरक्षित है और दिन सामान्य रहा।,Low,0,13
CHK-0069-00,VIC-0069,2026-07-04 00:46:25,web,hi,"आज सब शांत है, कोई परेशानी नहीं हुई।",Low,0,12
CHK-0069-01,VIC-0069,2026-07-10 00:46:25,chat,hi,"आज सब शांत है, कोई परेशानी नहीं हुई।",Low,1,13
CHK-0069-02,VIC-0069,2026-07-16 00:46:25,chat,hi,गाँव के माहौल की वजह से नींद नहीं आ रही है।,Moderate,0,20
CHK-0069-03,VIC-0069,2026-07-22 00:46:25,web,hi,अगले महीने की पेशी को लेकर थोड़ी चिंता हो रही है।,Moderate,0,22
CHK-0069-04,VIC-0069,2026-07-28 00:46:25,sms,hi,बाज़ार में केस वापस लेने के लिए धमकी दी गई।,High,1,81
CHK-0070-00,VIC-0070,2026-07-04 00:46:25,chat,en,"Spoke to our lawyer, feeling okay about the process.",Low,0,8
CHK-0070-01,VIC-0070,2026-07-10 00:46:25,ivrs,en,"Spoke to our lawyer, feeling okay about the process.",Low,1,6
CHK-0070-02,VIC-0070,2026-07-16 00:46:25,chat,en,Family is safe and doing well this week.,Low,1,13
CHK-0070-03,VIC-0070,2026-07-22 00:46:25,web,en,"Trouble sleeping due to village tension, but managing.",Moderate,0,19
CHK-0070-04,VIC-0070,2026-07-28 00:46:25,web,en,"Trouble sleeping due to village tension, but managing.",Moderate,0,16
CHK-0070-05,VIC-0070,2026-08-03 00:46:25,web,en,Feeling anxious about the court hearing next month.,Moderate,1,7
CHK-0070-06,VIC-0070,2026-08-09 00:46:25,ivrs,en,"Trouble sleeping due to village tension, but managing.",Moderate,0,22
CHK-0070-07,VIC-0070,2026-08-15 00:46:25,chat,en,Received indirect threats in the market to withdraw the FIR.,High,1,86
CHK-0070-08,VIC-0070,2026-08-21 00:46:25,ivrs,en,Relatives of the accused were seen loitering outside our house.,High,0,70
CHK-0070-09,VIC-0070,2026-08-27 00:46:25,sms,en,Relatives of the accused were seen loitering outside our house.,High,0,89
CHK-0071-00,VIC-0071,2026-07-04 00:46:25,web,en,People in the neighborhood are avoiding talking to us.,Moderate,0,5
CHK-0071-01,VIC-0071,2026-07-10 00:46:25,chat,en,Feeling anxious about the court hearing next month.,Moderate,0,25
CHK-0071-02,VIC-0071,2026-07-16 00:46:25,sms,en,"Trouble sleeping due to village tension, but managing.",Moderate,0,24
CHK-0071-03,VIC-0071,2026-07-22 00:46:25,sms,en,People in the neighborhood are avoiding talking to us.,Moderate,0,20
CHK-0071-04,VIC-0071,2026-07-28 00:46:25,chat,en,People in the neighborhood are avoiding talking to us.,Moderate,0,9
CHK-0071-05,VIC-0071,2026-08-03 00:46:25,chat,en,"Trouble sleeping due to village tension, but managing.",Moderate,0,9
CHK-0071-06,VIC-0071,2026-08-09 00:46:25,web,en,"Trouble sleeping due to village tension, but managing.",Moderate,0,15
CHK-0071-07,VIC-0071,2026-08-15 00:46:25,ivrs,en,People in the neighborhood are avoiding talking to us.,Moderate,0,16
CHK-0071-08,VIC-0071,2026-08-21 00:46:25,web,en,"I cannot take this harassment anymore, please send help immediately.",Critical,0,50
CHK-0071-09,VIC-0071,2026-08-27 00:46:25,sms,en,"I cannot take this harassment anymore, please send help immediately.",Critical,0,86
CHK-0072-00,VIC-0072,2026-07-04 00:46:25,sms,hi,"आज सब शांत है, कोई परेशानी नहीं हुई।",Low,0,9
CHK-0072-01,VIC-0072,2026-07-10 00:46:25,web,hi,"वकील साहब से बात हुई, सब ठीक चल रहा है।",Low,0,20
CHK-0072-02,VIC-0072,2026-07-16 00:46:25,chat,hi,अगले महीने की पेशी को लेकर थोड़ी चिंता हो रही है।,Moderate,0,9
CHK-0072-03,VIC-0072,2026-07-22 00:46:25,ivrs,hi,परिवार सुरक्षित है और दिन सामान्य रहा।,Low,0,9
CHK-0072-04,VIC-0072,2026-07-28 00:46:25,ivrs,hi,गाँव के माहौल की वजह से नींद नहीं आ रही है।,Moderate,0,17
CHK-0073-00,VIC-0073,2026-07-04 00:46:25,web,en,"Trouble sleeping due to village tension, but managing.",Moderate,0,8
CHK-0073-01,VIC-0073,2026-07-10 00:46:25,sms,en,"Things are calm today, I attended work without issues.",Low,0,19
CHK-0073-02,VIC-0073,2026-07-16 00:46:25,ivrs,en,"Spoke to our lawyer, feeling okay about the process.",Low,0,22
CHK-0073-03,VIC-0073,2026-07-22 00:46:25,ivrs,en,Feeling anxious about the court hearing next month.,Moderate,1,16
CHK-0073-04,VIC-0073,2026-07-28 00:46:25,sms,en,"Things are calm today, I attended work without issues.",Low,0,14
CHK-0073-05,VIC-0073,2026-08-03 00:46:25,sms,en,"Trouble sleeping due to village tension, but managing.",Moderate,0,12
CHK-0073-06,VIC-0073,2026-08-09 00:46:25,web,en,"Spoke to our lawyer, feeling okay about the process.",Low,0,14
CHK-0073-07,VIC-0073,2026-08-15 00:46:25,chat,en,Family is safe and doing well this week.,Low,0,22
CHK-0074-00,VIC-0074,2026-07-04 00:46:25,web,en,"Trouble sleeping due to village tension, but managing.",Moderate,0,25
CHK-0074-01,VIC-0074,2026-07-10 00:46:25,sms,en,Family is safe and doing well this week.,Low,0,13
CHK-0074-02,VIC-0074,2026-07-16 00:46:25,sms,en,Feeling anxious about the court hearing next month.,Moderate,0,8
CHK-0074-03,VIC-0074,2026-07-22 00:46:25,ivrs,en,"Spoke to our lawyer, feeling okay about the process.",Low,0,12
CHK-0074-04,VIC-0074,2026-07-28 00:46:25,sms,en,"Spoke to our lawyer, feeling okay about the process.",Low,0,21
CHK-0074-05,VIC-0074,2026-08-03 00:46:25,ivrs,en,"Things are calm today, I attended work without issues.",Low,0,13
CHK-0074-06,VIC-0074,2026-08-09 00:46:25,chat,en,"Spoke to our lawyer, feeling okay about the process.",Low,0,8
CHK-0074-07,VIC-0074,2026-08-15 00:46:25,web,en,Feeling anxious about the court hearing next month.,Moderate,0,14
CHK-0074-08,VIC-0074,2026-08-21 00:46:25,web,en,"Things are calm today, I attended work without issues.",Low,0,7
CHK-0075-00,VIC-0075,2026-07-04 00:46:25,chat,hi,अगले महीने की पेशी को लेकर थोड़ी चिंता हो रही है।,Moderate,0,17
CHK-0075-01,VIC-0075,2026-07-10 00:46:25,sms,hi,"वकील साहब से बात हुई, सब ठीक चल रहा है।",Low,0,18
CHK-0075-02,VIC-0075,2026-07-16 00:46:25,web,hi,अगले महीने की पेशी को लेकर थोड़ी चिंता हो रही है।,Moderate,1,24
CHK-0075-03,VIC-0075,2026-07-22 00:46:25,chat,hi,गाँव के माहौल की वजह से नींद नहीं आ रही है।,Moderate,0,10
CHK-0075-04,VIC-0075,2026-07-28 00:46:25,ivrs,hi,गाँव के माहौल की वजह से नींद नहीं आ रही है।,Moderate,0,23
CHK-0075-05,VIC-0075,2026-08-03 00:46:25,chat,hi,"आज सब शांत है, कोई परेशानी नहीं हुई।",Low,0,16
CHK-0075-06,VIC-0075,2026-08-09 00:46:25,chat,hi,अगले महीने की पेशी को लेकर थोड़ी चिंता हो रही है।,Moderate,0,8
CHK-0075-07,VIC-0075,2026-08-15 00:46:25,web,hi,आस-पड़ोस के लोग हमसे बात करने से बच रहे हैं।,Moderate,0,8
CHK-0075-08,VIC-0075,2026-08-21 00:46:25,sms,hi,अगले महीने की पेशी को लेकर थोड़ी चिंता हो रही है।,Moderate,0,25
CHK-0075-09,VIC-0075,2026-08-27 00:46:25,ivrs,hi,"आज सब शांत है, कोई परेशानी नहीं हुई।",Low,0,23
CHK-0076-00,VIC-0076,2026-07-04 00:46:25,ivrs,en,"Things are calm today, I attended work without issues.",Low,1,16
CHK-0076-01,VIC-0076,2026-07-10 00:46:25,sms,en,"Spoke to our lawyer, feeling okay about the process.",Low,0,19
CHK-0076-02,VIC-0076,2026-07-16 00:46:25,web,en,Feeling anxious about the court hearing next month.,Moderate,0,17
CHK-0076-03,VIC-0076,2026-07-22 00:46:25,chat,en,Feeling anxious about the court hearing next month.,Moderate,0,17
CHK-0076-04,VIC-0076,2026-07-28 00:46:25,chat,en,"Trouble sleeping due to village tension, but managing.",Moderate,0,17
CHK-0076-05,VIC-0076,2026-08-03 00:46:25,chat,en,I feel completely isolated and overwhelmed with fear.,High,1,72
CHK-0077-00,VIC-0077,2026-07-04 00:46:25,sms,en,"Things are calm today, I attended work without issues.",Low,0,22
CHK-0077-01,VIC-0077,2026-07-10 00:46:25,web,en,"Spoke to our lawyer, feeling okay about the process.",Low,0,14
CHK-0077-02,VIC-0077,2026-07-16 00:46:25,chat,en,Feeling anxious about the court hearing next month.,Moderate,0,16
CHK-0077-03,VIC-0077,2026-07-22 00:46:25,ivrs,en,Feeling anxious about the court hearing next month.,Moderate,0,25
CHK-0077-04,VIC-0077,2026-07-28 00:46:25,ivrs,en,Feeling anxious about the court hearing next month.,Moderate,0,23
CHK-0077-05,VIC-0077,2026-08-03 00:46:25,chat,en,Feeling anxious about the court hearing next month.,Moderate,0,14
CHK-0077-06,VIC-0077,2026-08-09 00:46:25,chat,en,"Trouble sleeping due to village tension, but managing.",Moderate,0,12
CHK-0077-07,VIC-0077,2026-08-15 00:46:25,ivrs,en,People in the neighborhood are avoiding talking to us.,Moderate,0,13
CHK-0077-08,VIC-0077,2026-08-21 00:46:25,web,en,Family is safe and doing well this week.,Low,0,15
CHK-0078-00,VIC-0078,2026-07-04 00:46:25,ivrs,en,Feeling anxious about the court hearing next month.,Moderate,0,12
CHK-0078-01,VIC-0078,2026-07-10 00:46:25,web,en,Feeling anxious about the court hearing next month.,Moderate,0,19
CHK-0078-02,VIC-0078,2026-07-16 00:46:25,web,en,Feeling anxious about the court hearing next month.,Moderate,0,13
CHK-0078-03,VIC-0078,2026-07-22 00:46:25,ivrs,en,"Trouble sleeping due to village tension, but managing.",Moderate,0,17
CHK-0078-04,VIC-0078,2026-07-28 00:46:25,ivrs,en,"Trouble sleeping due to village tension, but managing.",Moderate,0,16
CHK-0078-05,VIC-0078,2026-08-03 00:46:25,chat,en,"They broke our window last night, I fear for our lives.",Critical,0,55
CHK-0078-06,VIC-0078,2026-08-09 00:46:25,web,en,"I cannot take this harassment anymore, please send help immediately.",Critical,0,62
CHK-0079-00,VIC-0079,2026-07-04 00:46:25,ivrs,en,Family is safe and doing well this week.,Low,0,22
CHK-0079-01,VIC-0079,2026-07-10 00:46:25,chat,en,"Things are calm today, I attended work without issues.",Low,0,18
CHK-0079-02,VIC-0079,2026-07-16 00:46:25,chat,en,"Trouble sleeping due to village tension, but managing.",Moderate,0,19
CHK-0079-03,VIC-0079,2026-07-22 00:46:25,ivrs,en,"Trouble sleeping due to village tension, but managing.",Moderate,0,21
CHK-0079-04,VIC-0079,2026-07-28 00:46:25,web,en,"Trouble sleeping due to village tension, but managing.",Moderate,1,25
CHK-0079-05,VIC-0079,2026-08-03 00:46:25,web,en,Received indirect threats in the market to withdraw the FIR.,High,0,83
CHK-0080-00,VIC-0080,2026-07-04 00:46:25,ivrs,hi,"आज सब शांत है, कोई परेशानी नहीं हुई।",Low,0,24
CHK-0080-01,VIC-0080,2026-07-10 00:46:25,ivrs,hi,परिवार सुरक्षित है और दिन सामान्य रहा।,Low,0,21
CHK-0080-02,VIC-0080,2026-07-16 00:46:25,web,hi,अगले महीने की पेशी को लेकर थोड़ी चिंता हो रही है।,Moderate,1,12
CHK-0080-03,VIC-0080,2026-07-22 00:46:25,chat,hi,गाँव के माहौल की वजह से नींद नहीं आ रही है।,Moderate,0,20
CHK-0080-04,VIC-0080,2026-07-28 00:46:25,sms,hi,बाज़ार में केस वापस लेने के लिए धमकी दी गई।,High,0,73
CHK-0081-00,VIC-0081,2026-07-04 00:46:25,chat,en,People in the neighborhood are avoiding talking to us.,Moderate,0,5
CHK-0081-01,VIC-0081,2026-07-10 00:46:25,sms,en,Feeling anxious about the court hearing next month.,Moderate,0,18
CHK-0081-02,VIC-0081,2026-07-16 00:46:25,ivrs,en,Feeling anxious about the court hearing next month.,Moderate,0,12
CHK-0081-03,VIC-0081,2026-07-22 00:46:25,web,en,"Trouble sleeping due to village tension, but managing.",Moderate,0,14
CHK-0081-04,VIC-0081,2026-07-28 00:46:25,ivrs,en,People in the neighborhood are avoiding talking to us.,Moderate,0,6
CHK-0081-05,VIC-0081,2026-08-03 00:46:25,sms,en,Family is safe and doing well this week.,Low,0,24
CHK-0081-06,VIC-0081,2026-08-09 00:46:25,sms,en,"Spoke to our lawyer, feeling okay about the process.",Low,0,7
CHK-0082-00,VIC-0082,2026-07-04 00:46:25,chat,en,"Things are calm today, I attended work without issues.",Low,0,23
CHK-0082-01,VIC-0082,2026-07-10 00:46:25,web,en,Family is safe and doing well this week.,Low,1,20
CHK-0082-02,VIC-0082,2026-07-16 00:46:25,ivrs,en,"Spoke to our lawyer, feeling okay about the process.",Low,1,20
CHK-0082-03,VIC-0082,2026-07-22 00:46:25,ivrs,en,"Trouble sleeping due to village tension, but managing.",Moderate,1,13
CHK-0082-04,VIC-0082,2026-07-28 00:46:25,sms,en,"Trouble sleeping due to village tension, but managing.",Moderate,1,13
CHK-0082-05,VIC-0082,2026-08-03 00:46:25,chat,en,I feel completely isolated and overwhelmed with fear.,High,0,35
CHK-0082-06,VIC-0082,2026-08-09 00:46:25,chat,en,Relatives of the accused were seen loitering outside our house.,High,1,35
CHK-0083-00,VIC-0083,2026-07-04 00:46:25,ivrs,en,"Spoke to our lawyer, feeling okay about the process.",Low,0,22
CHK-0083-01,VIC-0083,2026-07-10 00:46:25,web,en,"Trouble sleeping due to village tension, but managing.",Moderate,1,22
CHK-0083-02,VIC-0083,2026-07-16 00:46:25,ivrs,en,"Trouble sleeping due to village tension, but managing.",Moderate,0,18
CHK-0083-03,VIC-0083,2026-07-22 00:46:25,chat,en,"Trouble sleeping due to village tension, but managing.",Moderate,0,21
CHK-0083-04,VIC-0083,2026-07-28 00:46:25,web,en,"Things are calm today, I attended work without issues.",Low,0,18
CHK-0083-05,VIC-0083,2026-08-03 00:46:25,ivrs,en,"Things are calm today, I attended work without issues.",Low,1,11
CHK-0083-06,VIC-0083,2026-08-09 00:46:25,chat,en,Feeling anxious about the court hearing next month.,Moderate,0,24
CHK-0083-07,VIC-0083,2026-08-15 00:46:25,chat,en,Family is safe and doing well this week.,Low,1,9
CHK-0084-00,VIC-0084,2026-07-04 00:46:25,ivrs,hi,परिवार सुरक्षित है और दिन सामान्य रहा।,Low,1,22
CHK-0084-01,VIC-0084,2026-07-10 00:46:25,sms,hi,"आज सब शांत है, कोई परेशानी नहीं हुई।",Low,0,5
CHK-0084-02,VIC-0084,2026-07-16 00:46:25,web,hi,अगले महीने की पेशी को लेकर थोड़ी चिंता हो रही है।,Moderate,1,21
CHK-0084-03,VIC-0084,2026-07-22 00:46:25,ivrs,hi,अगले महीने की पेशी को लेकर थोड़ी चिंता हो रही है।,Moderate,0,8
CHK-0084-04,VIC-0084,2026-07-28 00:46:25,ivrs,hi,आरोपियों के रिश्तेदार आज हमारे घर के बाहर घूम रहे थे।,High,1,56
CHK-0085-00,VIC-0085,2026-07-04 00:46:25,ivrs,hi,गाँव के माहौल की वजह से नींद नहीं आ रही है।,Moderate,0,13
CHK-0085-01,VIC-0085,2026-07-10 00:46:25,sms,hi,अगले महीने की पेशी को लेकर थोड़ी चिंता हो रही है।,Moderate,0,11
CHK-0085-02,VIC-0085,2026-07-16 00:46:25,web,hi,परिवार सुरक्षित है और दिन सामान्य रहा।,Low,0,12
CHK-0085-03,VIC-0085,2026-07-22 00:46:25,sms,hi,अगले महीने की पेशी को लेकर थोड़ी चिंता हो रही है।,Moderate,0,15
CHK-0085-04,VIC-0085,2026-07-28 00:46:25,web,hi,गाँव के माहौल की वजह से नींद नहीं आ रही है।,Moderate,0,5
CHK-0085-05,VIC-0085,2026-08-03 00:46:25,ivrs,hi,परिवार सुरक्षित है और दिन सामान्य रहा।,Low,0,14
CHK-0085-06,VIC-0085,2026-08-09 00:46:25,chat,hi,अगले महीने की पेशी को लेकर थोड़ी चिंता हो रही है।,Moderate,0,7
CHK-0085-07,VIC-0085,2026-08-15 00:46:25,sms,hi,"वकील साहब से बात हुई, सब ठीक चल रहा है।",Low,0,25
CHK-0085-08,VIC-0085,2026-08-21 00:46:25,chat,hi,गाँव के माहौल की वजह से नींद नहीं आ रही है।,Moderate,0,9
CHK-0086-00,VIC-0086,2026-07-04 00:46:25,chat,hi,"वकील साहब से बात हुई, सब ठीक चल रहा है।",Low,0,16
CHK-0086-01,VIC-0086,2026-07-10 00:46:25,ivrs,hi,आस-पड़ोस के लोग हमसे बात करने से बच रहे हैं।,Moderate,0,24
CHK-0086-02,VIC-0086,2026-07-16 00:46:25,chat,hi,आस-पड़ोस के लोग हमसे बात करने से बच रहे हैं।,Moderate,0,17
CHK-0086-03,VIC-0086,2026-07-22 00:46:25,chat,hi,"वकील साहब से बात हुई, सब ठीक चल रहा है।",Low,0,11
CHK-0086-04,VIC-0086,2026-07-28 00:46:25,sms,hi,"वकील साहब से बात हुई, सब ठीक चल रहा है।",Low,0,18
CHK-0086-05,VIC-0086,2026-08-03 00:46:25,chat,hi,"आज सब शांत है, कोई परेशानी नहीं हुई।",Low,0,20
CHK-0086-06,VIC-0086,2026-08-09 00:46:25,chat,hi,आस-पड़ोस के लोग हमसे बात करने से बच रहे हैं।,Moderate,0,23
CHK-0086-07,VIC-0086,2026-08-15 00:46:25,web,hi,अगले महीने की पेशी को लेकर थोड़ी चिंता हो रही है।,Moderate,0,25
CHK-0086-08,VIC-0086,2026-08-21 00:46:25,ivrs,hi,गाँव के माहौल की वजह से नींद नहीं आ रही है।,Moderate,0,5
CHK-0087-00,VIC-0087,2026-07-04 00:46:25,sms,en,Family is safe and doing well this week.,Low,0,23
